well,channel,z-slice,SNR
F6-2,405,2,1.0999509922696469
F6-2,405,3,1.0006631752246673
F6-2,405,4,0.9576840576826189
F6-2,405,5,1.0303253513508466
F6-2,405,6,1.1377165886748442
F6-2,405,7,1.2572381401831803
F6-2,405,8,1.4183558455608782
F6-2,405,9,1.489292077459969
F6-2,405,10,1.4434942280967253
F6-2,405,11,1.4206354697046593
F6-2,405,12,1.4463786492209036
F6-2,405,13,1.4687272866832604
F6-2,405,14,1.4776086691408832
F6-2,405,15,1.4961359751863457
F6-2,405,16,1.5208844947175144
F6-2,405,17,1.5252243275123745
F6-2,405,18,1.4982297755846474
F6-2,405,19,1.4609844517048505
F6-2,405,20,1.407203003414814
F6-2,405,21,1.340334084801417
F6-2,405,22,1.291525801153092
F6-2,405,23,1.2768036991248213
F6-2,405,24,1.2884070981806712
F6-2,405,25,1.2999526386155138
F6-2,405,26,1.2940967696292964
F6-2,405,27,1.2830703213391104
F6-2,405,28,1.2817702750650826
F6-2,405,29,1.2843645338786829
F6-2,405,30,1.2874426921084705
F6-2,405,31,1.29591812393843
F6-2,405,32,1.3113705411041159
F6-2,405,33,1.3278251196641229
F6-2,405,34,1.3388939411251952
F6-2,405,35,1.3397467046172022
F6-2,405,36,1.3307061597366066
F6-2,405,37,1.3154147347582335
F6-2,405,38,1.305526968591937
F6-2,405,39,1.3015522749789203
F6-2,405,40,1.3027533136643699
F6-2,405,41,1.3069841975545144
F6-2,405,42,1.3127897294141162
F6-2,405,43,1.321206596645528
F6-2,405,44,1.3288281131778605
F6-2,405,45,1.3377881297120906
F6-2,405,46,1.3491346160335094
F6-2,405,47,1.3630147316683143
F6-2,405,48,1.3749279112379225
F6-2,405,49,1.3841188672403153
F6-2,405,50,1.3922414863546944
F6-2,405,51,1.4030073959554454
F6-2,405,52,1.417241073718353
F6-2,405,53,1.4335505177769867
F6-2,405,54,1.4520641308802154
F6-2,405,55,1.472454693369958
F6-2,405,56,1.4980440519448215
F6-2,405,57,1.525727758974148
F6-2,405,58,1.5547578584469872
F6-2,405,59,1.5856820328930883
F6-2,405,60,1.6187780777384828
F11-3,488,0,1.646281050049615
F11-3,488,1,1.6166961227852052
F11-3,488,2,1.5842444463332408
F11-3,488,3,1.5560999074366397
F11-3,488,4,1.5269515520398707
F11-3,488,5,1.4999619249496612
F11-3,488,6,1.4738310705361768
F11-3,488,7,1.4456525355299807
F11-3,488,8,1.419997959802479
F11-3,488,9,1.3991547310471584
F11-3,488,10,1.3814937837172256
F11-3,488,11,1.3636818868532543
F11-3,488,12,1.3491174035785298
F11-3,488,13,1.3355204676183963
F11-3,488,14,1.3216586712868965
F11-3,488,15,1.309614895263182
F11-3,488,16,1.297987909579754
F11-3,488,17,1.288945379575865
F11-3,488,18,1.2826345377782167
F11-3,488,19,1.2782541135786902
F11-3,488,20,1.277526490444251
F11-3,488,21,1.2789512861528458
F11-3,488,22,1.280898424363451
F11-3,488,23,1.2840960203722527
F11-3,488,24,1.2882818989534062
F11-3,488,25,1.2927428620935328
F11-3,488,26,1.2955930488954113
F11-3,488,27,1.299419187905935
F11-3,405,0,1.654361850596688
F11-3,405,1,1.2689071502608216
F11-3,405,2,1.0924241715639498
F11-3,405,3,1.078142603381826
F11-3,405,4,1.1329598979838635
F11-3,405,5,1.2388817969639696
F11-3,405,6,1.40985625078014
F11-3,405,7,1.5433263039285192
F11-3,405,8,1.5366511719012128
F11-3,405,9,1.4207317218422597
F11-3,405,10,1.288579667323295
F11-3,405,11,1.2270184703088942
F11-3,405,12,1.2408613396254458
F11-3,405,13,1.252083809692524
F11-3,405,14,1.2358955921398118
F11-3,405,15,1.2305130753092437
F11-3,405,16,1.287350706942865
F11-3,405,17,1.400313282908946
F11-3,405,18,1.5728723929246755
F11-3,405,19,1.8025878974353595
F11-3,405,20,2.0172723999338165
F11-3,405,21,2.178227588235869
F11-3,405,22,2.2915593722167307
F11-3,405,23,2.3930324590691088
F11-3,405,24,2.498239131216163
F11-3,405,25,2.6059170162789593
F11-3,405,26,2.7193800283753613
F11-3,405,27,2.835783352783049
F11-3,640,0,1.7067179597743902
F11-3,640,1,1.2971251691724894
F11-3,640,2,1.2165179117578273
F11-3,640,3,1.1875129353345488
F11-3,640,4,1.1649403960668945
F11-3,640,5,1.1920597449333528
F11-3,640,6,1.256877353762201
F11-3,640,7,1.3763203372561128
F11-3,640,8,1.636972556778183
F11-3,640,9,2.1870553890931412
F11-3,640,10,2.776308045085766
F11-3,640,11,3.1039788207597137
F11-3,640,12,3.33896410707108
F11-3,640,13,3.5270383010458595
F11-3,640,14,3.688944199873652
F11-3,640,15,3.8192925848325086
F11-3,640,16,3.9515846418516962
F11-3,640,17,4.088231433943555
F11-3,640,18,4.2095965095626555
F11-3,640,19,4.3179238850302495
F11-3,640,20,4.4248473759303515
F11-3,640,21,4.519398337305599
F11-3,640,22,4.61274638944938
F11-3,640,23,4.676309321011045
F11-3,640,24,4.7330534354207074
F11-3,640,25,4.783830825811471
F11-3,640,26,4.8324410413215135
F11-3,640,27,4.877039066167042
F11-3,TRANS,0,7.980794787411666
F11-3,TRANS,1,7.972066627303387
F11-3,TRANS,2,7.973607220237525
F11-3,TRANS,3,7.966735348348414
F11-3,TRANS,4,7.965600942296166
F11-3,TRANS,5,7.9545075075318
F11-3,TRANS,6,7.933874977482557
F11-3,TRANS,7,7.92160599319515
F11-3,TRANS,8,7.914527200631633
F11-3,TRANS,9,7.910688927114826
F11-3,TRANS,10,7.913508304822942
F11-3,TRANS,11,7.9185327393126865
F11-3,TRANS,12,7.915275845334864
F11-3,TRANS,13,7.922436226846724
F11-3,TRANS,14,7.9221464687405945
F11-3,TRANS,15,7.924748643760824
F11-3,TRANS,16,7.916573184454553
F11-3,TRANS,17,7.922893975970551
F11-3,TRANS,18,7.92630711280065
F11-3,TRANS,19,7.933026382811292
F11-3,TRANS,20,7.944926471116532
F11-3,TRANS,21,7.947823180903437
F11-3,TRANS,22,7.945862568067925
F11-3,TRANS,23,7.954672909695243
F11-3,TRANS,24,7.950168152159679
F11-3,TRANS,25,7.952885085533114
F11-3,TRANS,26,7.962419966927666
F11-3,TRANS,27,7.9566088627855125
F11-3,555,0,1.778899216726098
F11-3,555,1,1.883612695234086
F11-3,555,2,1.9314824582743628
F11-3,555,3,1.9205268416637444
F11-3,555,4,1.9942462511455796
F11-3,555,5,2.0812433476880043
F11-3,555,6,2.1423027583117977
F11-3,555,7,2.181461253824068
F11-3,555,8,2.1890203528658714
F11-3,555,9,2.158562633903168
F11-3,555,10,2.132267788178172
F11-3,555,11,2.123920499482236
F11-3,555,12,2.1196205356227282
F11-3,555,13,2.1141445028682195
F11-3,555,14,2.11553013442774
F11-3,555,15,2.12037635386649
F11-3,555,16,2.1301463129996923
F11-3,555,17,2.134650569758303
F11-3,555,18,2.1385567309481663
F11-3,555,19,2.133838525298508
F11-3,555,20,2.1164933085576045
F11-3,555,21,2.0913547983794607
F11-3,555,22,2.076694665629236
F11-3,555,23,2.076839038077042
F11-3,555,24,2.084637169650175
F11-3,555,25,2.0996057445005105
F11-3,555,26,2.1238333918634877
F11-3,555,27,2.1665362903625214
F4-1,555,0,1.7381926908708596
F4-1,555,1,1.7062143705634194
F4-1,555,2,1.6876824433528443
F4-1,555,3,1.6595560625420296
F4-1,555,4,1.6275192330074308
F4-1,555,5,1.6079359844179428
F4-1,555,6,1.592276487497505
F4-1,555,7,1.571297040197993
F4-1,555,8,1.5500301507857999
F4-1,555,9,1.5328339338756165
F4-1,555,10,1.5236889406622738
F4-1,555,11,1.5145633735017814
F4-1,555,12,1.5065016678409218
F4-1,555,13,1.500839667465636
F4-1,555,14,1.504199815585979
F4-1,555,15,1.5058074424330257
F4-1,555,16,1.5050739616860802
F4-1,555,17,1.503056805355303
F4-1,555,18,1.5012436950057142
F4-1,555,19,1.4967185711094038
F4-1,555,20,1.4910935103785345
F4-1,555,21,1.4876093189029802
F4-1,555,22,1.4806842802738676
F4-1,555,23,1.4754868488870592
F4-1,555,24,1.4694527337086483
F4-1,555,25,1.465456057535037
F4-1,555,26,1.465766013981557
F4-1,555,27,1.4630991875884793
F4-1,555,28,1.4614595589040018
F4-1,555,29,1.4627725490773078
F4-1,555,30,1.470315443226359
F4-1,555,31,1.469154182360703
F4-1,555,32,1.478299194895495
F4-1,555,33,1.4805663869598946
F4-1,555,34,1.4831161280583958
F4-1,555,35,1.4868797701569314
F4-1,555,36,1.487471918979913
F4-1,555,37,1.49329194394311
F4-1,555,38,1.498356241878762
F4-1,555,39,1.5066687718142908
F4-1,555,40,1.5161419626228945
F4-1,555,41,1.5241103754906054
F4-1,555,42,1.530353356890456
F4-1,405,0,2.0316623686135893
F4-1,405,1,1.9240510828102164
F4-1,405,2,1.83544560887987
F4-1,405,3,1.7593860479474335
F4-1,405,4,1.7078657171999185
F4-1,405,5,1.6735129902808077
F4-1,405,6,1.6436609682449181
F4-1,405,7,1.6281590929503293
F4-1,405,8,1.6240171221825384
F4-1,405,9,1.6181726245547958
F4-1,405,10,1.6085682291029204
F4-1,405,11,1.608583529994859
F4-1,405,12,1.6032411755553584
F4-1,405,13,1.5876961748656129
F4-1,405,14,1.5735374601334555
F4-1,405,15,1.5616855195038692
F4-1,405,16,1.5491407206863088
F4-1,405,17,1.5311340656763877
F4-1,405,18,1.5093931508050102
F4-1,405,19,1.4858688369056556
F4-1,405,20,1.470293481612296
F4-1,405,21,1.4688891543960272
F4-1,405,22,1.482638679211208
F4-1,405,23,1.4974906905020653
F4-1,405,24,1.5037866579662027
F4-1,405,25,1.5061958910744029
F4-1,405,26,1.5057225660488371
F4-1,405,27,1.5054878190075496
F4-1,405,28,1.505980175370001
F4-1,405,29,1.507902516262777
F4-1,405,30,1.5123833111187976
F4-1,405,31,1.5174170620893814
F4-1,405,32,1.5228846831860887
F4-1,405,33,1.528670745294944
F4-1,405,34,1.5359389133756625
F4-1,405,35,1.543905855606049
F4-1,405,36,1.5548874033753262
F4-1,405,37,1.5659199408953688
F4-1,405,38,1.5768219679068949
F4-1,405,39,1.5872756701532327
F4-1,405,40,1.5987758121257738
F4-1,405,41,1.613340149747195
F4-1,405,42,1.6293931468718572
F4-1,640,0,4.614176049654131
F4-1,640,1,4.637564886514579
F4-1,640,2,4.626511586670809
F4-1,640,3,4.612346667161033
F4-1,640,4,4.606955418739363
F4-1,640,5,4.513905893540793
F4-1,640,6,4.58026699650065
F4-1,640,7,4.562850032522114
F4-1,640,8,4.552658658256286
F4-1,640,9,4.536537922759499
F4-1,640,10,4.523672382222606
F4-1,640,11,4.506075229205984
F4-1,640,12,4.4930999281267034
F4-1,640,13,4.478234956069882
F4-1,640,14,4.465557926622654
F4-1,640,15,4.4455299550928995
F4-1,640,16,4.424087026034481
F4-1,640,17,4.403874344389318
F4-1,640,18,4.383759467396494
F4-1,640,19,4.370357752755475
F4-1,640,20,4.358535073422184
F4-1,640,21,4.345288114668032
F4-1,640,22,4.330891459089324
F4-1,640,23,4.325258125972123
F4-1,640,24,4.3286041513766715
F4-1,640,25,4.332387652443852
F4-1,640,26,4.338888349359469
F4-1,640,27,4.351208301577536
F4-1,640,28,4.367727890702059
F4-1,640,29,4.379113968732711
F4-1,640,30,4.38942715948127
F4-1,640,31,4.400035394675682
F4-1,640,32,4.403696598253225
F4-1,640,33,4.412447101824013
F4-1,640,34,4.418517097619504
F4-1,640,35,4.427830301163131
F4-1,640,36,4.4374528755643405
F4-1,640,37,4.413235212077843
F4-1,640,38,4.455002785243791
F4-1,640,39,4.465443864333083
F4-1,640,40,4.480371107455323
F4-1,640,41,4.4957117158600886
F4-1,640,42,4.500585541321315
F4-1,488,0,0.9169537003289289
F4-1,488,1,0.8877580247641866
F4-1,488,2,0.8685317286038299
F4-1,488,3,0.856702925742365
F4-1,488,4,0.8484930195979384
F4-1,488,5,0.8393926677114258
F4-1,488,6,0.8312714883468414
F4-1,488,7,0.8237530444766902
F4-1,488,8,0.8143062897362429
F4-1,488,9,0.8051163097786009
F4-1,488,10,0.7980639699832056
F4-1,488,11,0.7907150114738639
F4-1,488,12,0.7837331058344056
F4-1,488,13,0.7771430669152936
F4-1,488,14,0.7708044062349924
F4-1,488,15,0.7646166117679414
F4-1,488,16,0.7577662317037546
F4-1,488,17,0.7516301205876518
F4-1,488,18,0.7444493702696929
F4-1,488,19,0.7384870340574995
F4-1,488,20,0.7327078065981198
F4-1,488,21,0.7277523476755738
F4-1,488,22,0.7224284025402017
F4-1,488,23,0.7174612466813723
F4-1,488,24,0.7127702169317803
F4-1,488,25,0.7088991709883543
F4-1,488,26,0.7050330705788875
F4-1,488,27,0.7011329632936274
F4-1,488,28,0.6975743507380462
F4-1,488,29,0.694810879643096
F4-1,488,30,0.692465471623351
F4-1,488,31,0.6907836252097429
F4-1,488,32,0.689472655140687
F4-1,488,33,0.6887272395249673
F4-1,488,34,0.6887351383024991
F4-1,488,35,0.6889676107660604
F4-1,488,36,0.689432582360924
F4-1,488,37,0.6898571115388082
F4-1,488,38,0.6901289078229121
F4-1,488,39,0.690907033632626
F4-1,488,40,0.6916761833982327
F4-1,488,41,0.6927626429229504
F4-1,488,42,0.6936706190371074
F4-1,TRANS,0,7.938529074278894
F4-1,TRANS,1,7.934327125280802
F4-1,TRANS,2,7.925946280335619
F4-1,TRANS,3,7.930133312878656
F4-1,TRANS,4,7.929361621847319
F4-1,TRANS,5,7.923838765509036
F4-1,TRANS,6,7.914449280477056
F4-1,TRANS,7,7.912546306663891
F4-1,TRANS,8,7.913873126599976
F4-1,TRANS,9,7.905720207213644
F4-1,TRANS,10,7.906670991649033
F4-1,TRANS,11,7.9064023312018366
F4-1,TRANS,12,7.910461353774686
F4-1,TRANS,13,7.902832178782822
F4-1,TRANS,14,7.908712366981099
F4-1,TRANS,15,7.900722975436905
F4-1,TRANS,16,7.908119277697152
F4-1,TRANS,17,7.9039313023382745
F4-1,TRANS,18,7.902374157681911
F4-1,TRANS,19,7.906856053628964
F4-1,TRANS,20,7.899006969253827
F4-1,TRANS,21,7.900522820979433
F4-1,TRANS,22,7.903232731140289
F4-1,TRANS,23,7.900060461669884
F4-1,TRANS,24,7.904194410629197
F4-1,TRANS,25,7.902517985012615
F4-1,TRANS,26,7.90582294589472
F4-1,TRANS,27,7.913940758339954
F4-1,TRANS,28,7.90982294162136
F4-1,TRANS,29,7.912430018682882
F4-1,TRANS,30,7.917764318717755
F4-1,TRANS,31,7.918302486973749
F4-1,TRANS,32,7.917262207110756
F4-1,TRANS,33,7.918065942001444
F4-1,TRANS,34,7.923007318408403
F4-1,TRANS,35,7.9183977091286435
F4-1,TRANS,36,7.9114967429916945
F4-1,TRANS,37,7.918206939226707
F4-1,TRANS,38,7.926139531976358
F4-1,TRANS,39,7.925849089742169
F4-1,TRANS,40,7.928019675584804
F4-1,TRANS,41,7.928178735646116
F4-1,TRANS,42,7.924947239370108
F4-3,555,0,1.61147104663598
F4-3,555,1,1.6177339949068736
F4-3,555,2,1.6150575086999
F4-3,555,3,1.5974359712093182
F4-3,555,4,1.5745391029796678
F4-3,555,5,1.544748645370842
F4-3,555,6,1.5261188386013063
F4-3,555,7,1.5118824392319719
F4-3,555,8,1.4950306893075442
F4-3,555,9,1.4776216786107654
F4-3,555,10,1.4686850772013305
F4-3,555,11,1.4675342173079053
F4-3,555,12,1.463807605443791
F4-3,555,13,1.4559417514696873
F4-3,555,14,1.4566780483590704
F4-3,555,15,1.4625733626660948
F4-3,555,16,1.4681076004604976
F4-3,555,17,1.477077841670739
F4-3,555,18,1.4824866389413742
F4-3,555,19,1.4872723650940318
F4-3,555,20,1.4906097241790883
F4-3,555,21,1.4924259886869342
F4-3,555,22,1.4969502150088188
F4-3,555,23,1.502681147645453
F4-3,555,24,1.510702532322714
F4-3,555,25,1.5185398382800195
F4-3,555,26,1.5280161522253353
F4-3,555,27,1.5374771086165708
F4-3,555,28,1.5476483356158848
F4-3,555,29,1.5589833765925467
F4-3,555,30,1.5707034052417972
F4-3,555,31,1.5832284009328506
F4-3,555,32,1.597694956605361
F4-3,555,33,1.6155380440692984
F4-3,555,34,1.6330299393157102
F4-3,555,35,1.6527478813608392
F4-3,555,36,1.6706567876579412
F4-3,555,37,1.6867476991383827
F4-3,555,38,1.7051866013203185
F4-3,555,39,1.7293445797920795
F4-3,555,40,1.7540435549838498
F4-3,555,41,1.7787824110861683
F4-3,555,42,1.8050981433060935
F4-3,405,0,3.0754043475150925
F4-3,405,1,2.8916274230688654
F4-3,405,2,2.72959376076882
F4-3,405,3,2.6270589010920133
F4-3,405,4,2.5467143798749827
F4-3,405,5,2.4104439114780254
F4-3,405,6,2.2842094286291936
F4-3,405,7,2.217736420133236
F4-3,405,8,2.165661651720591
F4-3,405,9,2.1279870172041933
F4-3,405,10,2.1204185486923324
F4-3,405,11,2.1262472127088103
F4-3,405,12,2.120095870057623
F4-3,405,13,2.1127974734987904
F4-3,405,14,2.1109670320835425
F4-3,405,15,2.101899268494143
F4-3,405,16,2.082112570478302
F4-3,405,17,2.059462350624915
F4-3,405,18,2.042358741153357
F4-3,405,19,2.0323412277219606
F4-3,405,20,2.0236803939068952
F4-3,405,21,2.019851518007308
F4-3,405,22,2.025932456196947
F4-3,405,23,2.041798844099066
F4-3,405,24,2.0697090380749494
F4-3,405,25,2.1013969728376747
F4-3,405,26,2.1295327799964374
F4-3,405,27,2.1451752753629862
F4-3,405,28,2.140606785051036
F4-3,405,29,2.132337585447585
F4-3,405,30,2.1351239263121498
F4-3,405,31,2.1476504047973752
F4-3,405,32,2.176449866867381
F4-3,405,33,2.2179366357955725
F4-3,405,34,2.2693922285409864
F4-3,405,35,2.3231923223569195
F4-3,405,36,2.375796154315342
F4-3,405,37,2.4268654848370264
F4-3,405,38,2.476111221001348
F4-3,405,39,2.5275540395494134
F4-3,405,40,2.5781666288895733
F4-3,405,41,2.6392071571632476
F4-3,405,42,2.7006077220646962
F4-3,640,0,2.4421552365086048
F4-3,640,1,2.4042587558849475
F4-3,640,2,2.3763405611466677
F4-3,640,3,2.3610114834661946
F4-3,640,4,2.36585332586746
F4-3,640,5,2.3920677042196434
F4-3,640,6,2.416222261486549
F4-3,640,7,2.438582520853123
F4-3,640,8,2.4505174245425843
F4-3,640,9,2.461565012250607
F4-3,640,10,2.4795666971079395
F4-3,640,11,2.498086922234744
F4-3,640,12,2.521156631498864
F4-3,640,13,2.539108774317675
F4-3,640,14,2.555706158440619
F4-3,640,15,2.5712569666585305
F4-3,640,16,2.589931095930138
F4-3,640,17,2.608235523370804
F4-3,640,18,2.6300324130100425
F4-3,640,19,2.6511349763123633
F4-3,640,20,2.6736717533581094
F4-3,640,21,2.694979209791815
F4-3,640,22,2.717369461950992
F4-3,640,23,2.747508346514788
F4-3,640,24,2.7831646784930113
F4-3,640,25,2.826362167844246
F4-3,640,26,2.8706070580515197
F4-3,640,27,2.9125105733416627
F4-3,640,28,2.9544584805388747
F4-3,640,29,2.995160610088368
F4-3,640,30,3.0349480380513607
F4-3,640,31,3.0710612471696463
F4-3,640,32,3.10892439903315
F4-3,640,33,3.1496816855572325
F4-3,640,34,3.1892357378811034
F4-3,640,35,3.228977449563559
F4-3,640,36,3.2750096943058553
F4-3,640,37,3.3231503145316434
F4-3,640,38,3.3733119231696893
F4-3,640,39,3.4264919218256886
F4-3,640,40,3.476102864018047
F4-3,640,41,3.5334769589777615
F4-3,640,42,3.590235016836482
F4-3,TRANS,0,7.890457363335471
F4-3,TRANS,1,7.86950396754957
F4-3,TRANS,2,7.870678285315037
F4-3,TRANS,3,7.871614908582681
F4-3,TRANS,4,7.867088631401695
F4-3,TRANS,5,7.867093097296828
F4-3,TRANS,6,7.868736705728359
F4-3,TRANS,7,7.864803714511347
F4-3,TRANS,8,7.862985443141111
F4-3,TRANS,9,7.858212761248582
F4-3,TRANS,10,7.852357741126931
F4-3,TRANS,11,7.846643825280363
F4-3,TRANS,12,7.8581011423989695
F4-3,TRANS,13,7.8460031739631075
F4-3,TRANS,14,7.834152105777861
F4-3,TRANS,15,7.836825184248672
F4-3,TRANS,16,7.842041154594397
F4-3,TRANS,17,7.842980172982172
F4-3,TRANS,18,7.85498057924736
F4-3,TRANS,19,7.856781345959519
F4-3,TRANS,20,7.863127675401061
F4-3,TRANS,21,7.873109132320664
F4-3,TRANS,22,7.879136506860893
F4-3,TRANS,23,7.880545930644692
F4-3,TRANS,24,7.882841193142736
F4-3,TRANS,25,7.8840273409524295
F4-3,TRANS,26,7.892866422148384
F4-3,TRANS,27,7.8961636797090184
F4-3,TRANS,28,7.8986104361140725
F4-3,TRANS,29,7.896132856733641
F4-3,TRANS,30,7.901292069808708
F4-3,TRANS,31,7.900753895607318
F4-3,TRANS,32,7.901369488176011
F4-3,TRANS,33,7.905540385037264
F4-3,TRANS,34,7.89817210925984
F4-3,TRANS,35,7.899843108993818
F4-3,TRANS,36,7.908241016112928
F4-3,TRANS,37,7.908122209801229
F4-3,TRANS,38,7.903567679462645
F4-3,TRANS,39,7.910182555277398
F4-3,TRANS,40,7.910052967617495
F4-3,TRANS,41,7.9040006504235745
F4-3,TRANS,42,7.913780135640495
F4-3,488,0,1.4074651829743823
F4-3,488,1,1.368343020687559
F4-3,488,2,1.3442654825688984
F4-3,488,3,1.3231989976435719
F4-3,488,4,1.3141146761422615
F4-3,488,5,1.3082969346494608
F4-3,488,6,1.3039721188015811
F4-3,488,7,1.2986101331450892
F4-3,488,8,1.2913623131609757
F4-3,488,9,1.282589170478299
F4-3,488,10,1.2725683161121129
F4-3,488,11,1.2651227718661466
F4-3,488,12,1.2567466363805115
F4-3,488,13,1.2477489007184965
F4-3,488,14,1.2386417927871742
F4-3,488,15,1.2311775219104406
F4-3,488,16,1.2261868461221879
F4-3,488,17,1.2243715711154408
F4-3,488,18,1.2231682111454347
F4-3,488,19,1.2221167608001664
F4-3,488,20,1.2205589153661662
F4-3,488,21,1.2191089438060774
F4-3,488,22,1.2170934181595743
F4-3,488,23,1.2154036866062736
F4-3,488,24,1.2133606666347823
F4-3,488,25,1.212754364463277
F4-3,488,26,1.2118723542885652
F4-3,488,27,1.2104905588874177
F4-3,488,28,1.2093582451139977
F4-3,488,29,1.2091782373543831
F4-3,488,30,1.2095367354931683
F4-3,488,31,1.2099609240688025
F4-3,488,32,1.2093398774724664
F4-3,488,33,1.2093668883025905
F4-3,488,34,1.2096570696499034
F4-3,488,35,1.2100200653714739
F4-3,488,36,1.2106545959324084
F4-3,488,37,1.2115110574671415
F4-3,488,38,1.212458588294757
F4-3,488,39,1.2138574737950145
F4-3,488,40,1.2149297880815582
F4-3,488,41,1.2158113450663874
F4-3,488,42,1.2165731511416709
F4-2,488,0,1.0681710741282024
F4-2,488,1,1.0793709974978334
F4-2,488,2,1.0773633409245253
F4-2,488,3,1.0633140967339634
F4-2,488,4,1.0465100134068348
F4-2,488,5,1.034469874425125
F4-2,488,6,1.0254136102835436
F4-2,488,7,1.0192616991854044
F4-2,488,8,1.013457424317986
F4-2,488,9,1.008624570781385
F4-2,488,10,1.0035775473923452
F4-2,488,11,0.9983707348136837
F4-2,488,12,0.9917441131090154
F4-2,488,13,0.985483960850677
F4-2,488,14,0.978826428946327
F4-2,488,15,0.9722123956904533
F4-2,488,16,0.966957909925266
F4-2,488,17,0.9618319627541263
F4-2,488,18,0.9563253494052864
F4-2,488,19,0.9507332438763348
F4-2,488,20,0.9462942433347282
F4-2,488,21,0.9412729872543133
F4-2,488,22,0.9369138681337131
F4-2,488,23,0.9325125955932264
F4-2,488,24,0.9283253706316175
F4-2,488,25,0.9244387165352428
F4-2,488,26,0.9214746558425776
F4-2,488,27,0.9186618205057957
F4-2,488,28,0.915918998789517
F4-2,488,29,0.9131540059306105
F4-2,488,30,0.9103999648544935
F4-2,488,31,0.9074690251241618
F4-2,488,32,0.905052689904622
F4-2,488,33,0.9028892492493468
F4-2,488,34,0.900308033975338
F4-2,488,35,0.8986546064815021
F4-2,488,36,0.8968771297806873
F4-2,488,37,0.8955280033231854
F4-2,488,38,0.8949862458554649
F4-2,488,39,0.8947679392065533
F4-2,488,40,0.8947962521988042
F4-2,488,41,0.8954151342597233
F4-2,488,42,0.8964289108203088
F4-2,488,43,0.8972473719296357
F4-2,488,44,0.8986404598710421
F4-2,488,45,0.899711353319146
F4-2,488,46,0.9009747342881486
F4-2,488,47,0.9027736254214406
F4-2,488,48,0.9050940038030156
F4-2,488,49,0.9070862416221465
F4-2,488,50,0.9095380754169604
F4-2,488,51,0.9122051791805698
F4-2,488,52,0.9149778198467515
F4-2,488,53,0.9181580039832656
F4-2,488,54,0.9212728533620085
F4-2,488,55,0.9249802348874828
F4-2,488,56,0.9282409524815409
F4-2,488,57,0.9320914304692041
F4-2,488,58,0.9362158151001625
F4-2,488,59,0.9399733472382665
F4-2,488,60,0.9442146399934712
F4-2,555,0,1.7089787006125219
F4-2,555,1,1.6582117052360867
F4-2,555,2,1.6134481135202792
F4-2,555,3,1.5696705813757277
F4-2,555,4,1.5297380290453289
F4-2,555,5,1.48983456403811
F4-2,555,6,1.454286137633609
F4-2,555,7,1.4254134623609744
F4-2,555,8,1.397764901442565
F4-2,555,9,1.3754694362233233
F4-2,555,10,1.3582811983689393
F4-2,555,11,1.3419899462699154
F4-2,555,12,1.324603722267929
F4-2,555,13,1.3085322410974836
F4-2,555,14,1.2923455187861297
F4-2,555,15,1.2758576235717984
F4-2,555,16,1.2616877026431201
F4-2,555,17,1.249748612077257
F4-2,555,18,1.2363810022095272
F4-2,555,19,1.222303319487259
F4-2,555,20,1.2100668582949359
F4-2,555,21,1.1991810695053164
F4-2,555,22,1.1908129006659274
F4-2,555,23,1.1823883082117836
F4-2,555,24,1.1743147776267089
F4-2,555,25,1.1651154337719283
F4-2,555,26,1.1576682670973537
F4-2,555,27,1.1499106998654225
F4-2,555,28,1.1432897471479964
F4-2,555,29,1.137372757040857
F4-2,555,30,1.1330334042901644
F4-2,555,31,1.1286256287631755
F4-2,555,32,1.1240978463592122
F4-2,555,33,1.120238925666041
F4-2,555,34,1.1155510157866886
F4-2,555,35,1.11224204882295
F4-2,555,36,1.1087156593838958
F4-2,555,37,1.1065388434739079
F4-2,555,38,1.1051097015504878
F4-2,555,39,1.1030707891177571
F4-2,555,40,1.1023369656500697
F4-2,555,41,1.1017460537424428
F4-2,555,42,1.10203156291058
F4-2,555,43,1.1018556350849131
F4-2,555,44,1.1027323878428603
F4-2,555,45,1.10448037123186
F4-2,555,46,1.106867608957067
F4-2,555,47,1.1086860086861257
F4-2,555,48,1.1123015397713905
F4-2,555,49,1.1150713402342614
F4-2,555,50,1.1190861000067844
F4-2,555,51,1.1226511485686215
F4-2,555,52,1.1255552631043375
F4-2,555,53,1.1303830469307454
F4-2,555,54,1.1343578350153416
F4-2,555,55,1.1413138952894148
F4-2,555,56,1.146332914784382
F4-2,555,57,1.1530944979443212
F4-2,555,58,1.1590457284891076
F4-2,555,59,1.1675932636505924
F4-2,555,60,1.175233733591067
F4-2,405,0,2.595047169712134
F4-2,405,1,2.5447031877302835
F4-2,405,2,2.499246258829139
F4-2,405,3,2.4688246777748657
F4-2,405,4,2.4273274144142025
F4-2,405,5,2.358227027357772
F4-2,405,6,2.29049240215007
F4-2,405,7,2.211250335237879
F4-2,405,8,2.134583451369062
F4-2,405,9,2.078077952386861
F4-2,405,10,2.032314315588518
F4-2,405,11,1.9882524700600648
F4-2,405,12,1.9480913353674518
F4-2,405,13,1.9187024804604578
F4-2,405,14,1.8873962748098505
F4-2,405,15,1.8606434967412233
F4-2,405,16,1.833307348767981
F4-2,405,17,1.809644020326886
F4-2,405,18,1.7837887426277892
F4-2,405,19,1.759516251691645
F4-2,405,20,1.7383263520890826
F4-2,405,21,1.7231228609563163
F4-2,405,22,1.7104242214116767
