patient	well_fov	compartment	channel	feature	processor_type	input_subparent_name	mask_subparent_name	output_features_subparent_name
NF0014_T1	C4-2	Cell	DNA.AGP	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	Mito.BF	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	AGP	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	AGP	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	Mito	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cell	AGP	Granularity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cell	DNA.Mito	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cell	BF	Texture	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	Mito	Granularity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA.ER	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	ER	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA	Texture	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	Mito	Granularity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	BF	Texture	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	Mito	Intensity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	AGP.Mito	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cell	BF	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	ER	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	AGP	Granularity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	DNA	Granularity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	BF	Granularity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA.BF	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	ER	Texture	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	Mito	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	ER	Texture	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	AGP.Mito	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cell	DNA	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	DNA.AGP	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cell	AGP.BF	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	AGP.Mito	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	AGP.BF	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	AGP.ER	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	BF	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	Mito	Texture	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	Intensity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA	Granularity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cell	ER	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	DNA	AreaSizeShape	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cell	BF	Granularity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA	Intensity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cell	Mito	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cell	AGP.ER	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	DNA	Intensity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	BF	SAMMed3D	GPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cell	AGP	Intensity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	Mito.BF	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	BF	Intensity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	AGP.BF	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	AGP.ER	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA.AGP	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Cytoplasm	ER.BF	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	Mito.BF	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	ER.BF	Colocalization	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Organoid	ER	Granularity	CPU	convolution_8	segmentation_masks	convolution_8_extracted_features
NF0014_T1	C4-2	Nuclei	Mito	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	AGP	Granularity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	DNA.Mito	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	BF	Texture	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	DNA.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	ER	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	AGP.Mito	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	BF	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	BF	Intensity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	BF	Texture	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	AGP	Granularity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	AGP	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	AGP	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	ER	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	ER.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	BF	Granularity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	Mito	Intensity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	DNA	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	BF	Granularity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	AGP.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	ER.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	Mito	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	ER	Granularity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	DNA.AGP	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	DNA	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	BF	Texture	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	Texture	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	BF	Intensity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	AGP.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	AGP.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	BF	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	Intensity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	DNA.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	Mito	Granularity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	ER	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	Mito	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	DNA	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	DNA	Intensity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	ER	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	DNA	AreaSizeShape	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	BF	Granularity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA	Intensity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	Mito	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	AGP	Granularity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	BF	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	DNA.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	Mito.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	Granularity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	BF	Intensity	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	AGP.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	DNA	AreaSizeShape	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cell	Mito.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	ER.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	Mito.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Cytoplasm	Mito.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	AGP	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Organoid	ER.BF	Colocalization	CPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	AGP	SAMMed3D	GPU	convolution_9	segmentation_masks	convolution_9_extracted_features
NF0014_T1	C4-2	Nuclei	Mito	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	BF	Texture	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	DNA.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	ER	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	BF	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	BF	Intensity	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	BF	Texture	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	AGP	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	AGP	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	ER	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	ER.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	BF	Granularity	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	DNA	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	BF	Granularity	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	AGP.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	ER	Texture	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	ER.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	ER	Texture	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	Mito	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	DNA	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	Mito	Texture	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	BF	Texture	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	DNA	Texture	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	Texture	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	BF	Intensity	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	AGP.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	AGP.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	BF	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	Intensity	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	DNA.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	Mito	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	ER	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	DNA	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	ER	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	BF	Granularity	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	Mito	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	BF	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	DNA.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	Mito.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	Granularity	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	BF	Intensity	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	AGP.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cell	Mito.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	ER.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	Mito.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Cytoplasm	Mito.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	AGP	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Organoid	ER.BF	Colocalization	CPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	AGP	SAMMed3D	GPU	convolution_10	segmentation_masks	convolution_10_extracted_features
NF0014_T1	C4-2	Nuclei	Mito	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	AGP	Granularity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	BF	Texture	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	DNA.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	Mito	Granularity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	AGP.ER	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA.ER	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	ER	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	BF	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	BF	Intensity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	Mito	Granularity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	BF	Texture	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	AGP	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	DNA	Granularity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	AGP	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	ER	Intensity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	ER	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	ER.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	BF	Granularity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	DNA	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	BF	Granularity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	AGP.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	ER.Mito	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	ER.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	Mito	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	AGP.Mito	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	DNA.ER	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	ER	Granularity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	DNA	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	AGP.Mito	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	DNA.AGP	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	BF	Texture	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	Texture	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	BF	Intensity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	AGP.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	AGP.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	AGP.ER	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	BF	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	Intensity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	DNA.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	Mito	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	ER	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	DNA	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	ER	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	DNA	AreaSizeShape	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	BF	Granularity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA	Intensity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	Mito	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	ER.Mito	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	BF	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	DNA.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	Mito.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	BF	Granularity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	BF	Intensity	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	DNA.Mito	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	AGP.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	AGP.ER	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cell	Mito.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	ER.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Nuclei	Mito.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Cytoplasm	Mito.BF	Colocalization	CPU	convolution_11	segmentation_masks	convolution_11_extracted_features
NF0014_T1	C4-2	Organoid	AGP	SAMMed3D	GPU	convolution_11	segmentation_masks	convolution_11_extracted_features
